work_location,company,job_title,skills,id
"Ariana Ville, Ariana, Tunisia",Linedata · Internship,graduation intern,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2744
Tunisia,Linedata · Full-time,backend java spring engineer,".net, c#, agile methodology, software design patterns, apis",2745
Tunisia,groupado · Internship,stagiaire full stack javascript,"javascript, python, java, mysql, restful apis",2746
Tunisia,Elios Academy · Internship,stagiaire full stack angular spring,"javascript, python, java, mysql, restful apis",2747
Tunisia,Semwee · Internship,stagiaire full stack angular nodejs,"javascript, python, java, mysql, restful apis",2748
Tunisia,ViaSyst Ltd,quality assurance engineer,"test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design",2749
Tunisia,WinSoft International · Full-time,quality assurance engineer,"test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design",2750
Tunisia,Lybian automated Company L.A.C  · Full-time,test and validation engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2751
"Fouchana, Ben Arous, Tunisia",Business & Decision,full stack developer,"javascript, python, java, mysql, restful apis",2752
"El Menzah, Tunisia",kShuttle · Full-time,epm consultant,"tableau, power bi, data warehousing, etl, business intelligence",2754
"El Menzah, Tunisia",kShuttle · Internship,epm trainee consultant,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2755
"El Menzah, Tunisia",Linedata · Internship,summer summer it department,"client management, project management, needs analysis, strategic planning, technical writing",2756
"Ariana, Tunisia",Linedata · Full-time,analyst software development,"java, python, c++, agile methodology, software design patterns	",2757
"Ariana, Tunisia",SIBTEL · Internship,cloud architect,"cloud architecture, cloud migration, cloud security, cloud storage and networking, cloud cost optimization, aws, azure, google cloud platform, cloud computing, devops, cloud computing architecture, cloud security, cloud migration, cloud infrastructure, cloud governance",2758
"Ariana, Tunisia",tunisian scouts,vaccination system admin,"linux, windows server, virtualization, network administration, backup and recovery",2759
Tunisia,Mobelite Tunisie · Self-employed,technical lead,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2760
Tunisia,TUNISO-SEOUDIENNE D'INTERMEDIATION,it development department manager,"it service management, itil information technology infrastructure library, budget management, vendor management, business continuity planning",2761
Tunisia,Sopra Banking Software · Full-time,mea cassiopae development team manager,"product development, product strategy, market analysis, user research, roadmapping",2766
"Paris, Île-de-France, France",Linedata,java java ekip ekip360 study and development engineer,".net, c#, agile methodology, software design patterns, apis",2767
"Manouba, Tunisia",Linedata · Full-time,technical lead specialist c net software engineer,"java, python, c++, agile methodology, software design patterns	",2768
"Manouba, Tunisia",Northern Trust Corporation,linedata test automation consultant,"java, python, c++, agile methodology, software design patterns	",2769
Tunisia,Mobelite Tunisie · Self-employed,technical lead,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2770
Tunisia,TUNISO-SEOUDIENNE D'INTERMEDIATION,it development department manager,"it service management, itil information technology infrastructure library, budget management, vendor management, business continuity planning",2771
"Pontault-Combault, Île-de-France, France",Thyna Petroleum Services,designer,"user research, wireframing, visual design, user testing, user interface design, user experience design, wireframing, prototyping, usability testing, sketch, adobe xd, user experience ux design, wireframing, prototyping",2772
Tunisia,Linedata,dotnet developer,"java, python, c++, agile methodology, software design patterns",2773
Tunisia,VERMEG for Insurance & Finance Software,full stack developer graduation project,"javascript, python, java, mysql, restful apis",2774
"Aix-en-Provence, Provence-Alpes-Côte d'Azur, France",Inetum · Full-time,senior software development engineer,"java, python, c++, agile methodology, software design patterns	",2775
"Aix-en-Provence, Provence-Alpes-Côte d'Azur, France",NCR Corporation · Full-time,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2776
"Aix-en-Provence, Provence-Alpes-Côte d'Azur, France",BIAT,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2777
"Aix-en-Provence, Provence-Alpes-Côte d'Azur, France",Linedata,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2778
"Aix-en-Provence, Provence-Alpes-Côte d'Azur, France",TUNISAIR,project graduation,"java, python, c++, agile methodology, software design patterns	",2779
"Doha, Qatar",Talan Tunisie · Internship,stagiaire big data et machine learning,"hadoop, spark, nosql, data warehousing, data visualization",2783
"Doha, Qatar",VERMEG for Banking & Insurance Software · Internship,web development trainee,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2784
"Berlin, Berlin, Germany",XU Group,full stack engineer,"javascript, python, java, mysql, restful apis",2789
"Berlin, Berlin, Germany",LSP.net GmbH · Full-time,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2790
"Berlin, Berlin, Germany",Linedata · Full-time,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2791
"Berlin, Berlin, Germany",Nuked Cockroach · Full-time,full stack developer,"javascript, python, java, mysql, restful apis",2792
"Berlin, Berlin, Germany",AICAD business school,full stack developer and it manager,"it service management, itil information technology infrastructure library, budget management, vendor management, business continuity planning",2793
Tunisia,Vneuron Operational Excellence · Apprenticeship,software development,"java, python, c++, agile methodology, software design patterns\t",2794
Tunisia,Linedata · Internship,developer,"javascript, python, java, mysql, restful apis, html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js, java, swift, react native, ios development, android development, ios, android, swift, kotlin, mobile app design, python, tensorflow, pytorch, natural language processing nlp, computer vision, react, angular, vue.js, html, css, python, java, node.js, restful apis, database design, blockchain architecture, smart contracts, solidity, web3.js, ethereum, react, angular, html5, css3, cross-browser compatibility, unity, c#, game design, game physics, game engine optimization, java, python, c++, agile methodology, software design patterns, .net, c#, agile methodology, software design patterns, apis, angular, agile methodology, software design patterns, apis, java, springboot, agile methodology, software design patterns, apis",2795
Tunisia,Linedata · Internship,engineering internship,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2796
"Gabes, Gabès, Tunisia",Linedata · Internship,data science trainee,"statistical analysis, machine learning, data visualization, python, sql, r, machine learning, data visualization, data mining, machine learning, data analysis, data visualization",2798
France,JYN INFO CONSEIL,functional technico consultant,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2799
Tunisia,ONCODE  · Full-time,sr net azure developer,"blockchain architecture, smart contracts, solidity, web3.js, ethereum",2801
Tunisia,NOVATEL IT Group · Full-time,net azure developer,"blockchain architecture, smart contracts, solidity, web3.js, ethereum",2802
Tunisia,Nerium Software · Full-time,net core developer,"blockchain architecture, smart contracts, solidity, web3.js, ethereum",2803
Tunisia,NEOSYS,technical leader net developer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2804
Tunisia,Exalio,software developer trainee,"java, python, c++, agile methodology, software design patterns",2805
Tunisia,Linedata,engineering trainee,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2806
"Ariana, Ariana, Tunisia",Digital4Business · Full-time,data analyst,"sql, excel, data analysis, data visualization, business intelligence bi, python, data warehousing, etl extract, transform, load, data modeling, data cleansing, data mining",2807
"Ariana, Ariana, Tunisia",VEGANET · Internship,react developer,"java, springboot, agile methodology, software design patterns, apis",2808
"Ariana, Ariana, Tunisia",BIAT · Internship,data analyst,"sql, excel, data analysis, data visualization, business intelligence bi, python, data warehousing, etl extract, transform, load, data modeling, data cleansing, data mining",2809
"Ariana, Ariana, Tunisia",Linedata · Internship,developer,"javascript, python, java, mysql, restful apis, html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js, java, swift, react native, ios development, android development, ios, android, swift, kotlin, mobile app design, python, tensorflow, pytorch, natural language processing nlp, computer vision, react, angular, vue.js, html, css, python, java, node.js, restful apis, database design, blockchain architecture, smart contracts, solidity, web3.js, ethereum, react, angular, html5, css3, cross-browser compatibility, unity, c#, game design, game physics, game engine optimization, java, python, c++, agile methodology, software design patterns, .net, c#, agile methodology, software design patterns, apis, angular, agile methodology, software design patterns, apis, java, springboot, agile methodology, software design patterns, apis",2810
"Ben Arous, Tunisia",ODDO BHF · Full-time,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2811
"Ben Arous, Tunisia",Linedata · Full-time,analyst software developer,"java, python, c++, agile methodology, software design patterns",2812
"Ben Arous, Tunisia",Linedata,project graduation,"java, python, c++, agile methodology, software design patterns	",2813
Germany,ONCARE GmbH · Full-time,full stack engineer,"javascript, python, java, mysql, restful apis",2814
Germany,BSA | Business Software Applications · Full-time,full stack engineer,"javascript, python, java, mysql, restful apis",2815
Germany,Flat6Labs Tunis,summer internship fullstack developer,"java, springboot, agile methodology, software design patterns, apis",2816
Germany,ONCARE GmbH · Full-time,full stack engineer,"javascript, python, java, mysql, restful apis",2818
Germany,BSA | Business Software Applications · Full-time,full stack engineer,"javascript, python, java, mysql, restful apis",2819
Germany,Flat6Labs Tunis,summer internship fullstack developer,"java, springboot, agile methodology, software design patterns, apis",2820
"Délégation Manouba‬‬, Manouba, Tunisia",La Poste Tunisienne · Internship,web development trainee,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2822
"Délégation Manouba‬‬, Manouba, Tunisia",Green Safety Developement International · Internship,web development intern,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2823
"Ariana, Ariana, Tunisia",Digital4Business · Full-time,data analyst,"sql, excel, data analysis, data visualization, business intelligence bi, python, data warehousing, etl extract, transform, load, data modeling, data cleansing, data mining",2824
"Ariana, Ariana, Tunisia",VEGANET · Internship,react developer,"java, springboot, agile methodology, software design patterns, apis",2825
"Ariana, Ariana, Tunisia",BIAT · Internship,data analyst,"sql, excel, data analysis, data visualization, business intelligence bi, python, data warehousing, etl extract, transform, load, data modeling, data cleansing, data mining",2826
"Ariana, Ariana, Tunisia",Linedata · Internship,developer,"javascript, python, java, mysql, restful apis, html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js, java, swift, react native, ios development, android development, ios, android, swift, kotlin, mobile app design, python, tensorflow, pytorch, natural language processing nlp, computer vision, react, angular, vue.js, html, css, python, java, node.js, restful apis, database design, blockchain architecture, smart contracts, solidity, web3.js, ethereum, react, angular, html5, css3, cross-browser compatibility, unity, c#, game design, game physics, game engine optimization, java, python, c++, agile methodology, software design patterns, .net, c#, agile methodology, software design patterns, apis, angular, agile methodology, software design patterns, apis, java, springboot, agile methodology, software design patterns, apis",2827
"Pontoise, Île-de-France, France",Linedata · Full-time,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2828
"Monastir, Tunisia",RGI Group,full stack engineer,"javascript, python, java, mysql, restful apis",2829
"Monastir, Tunisia",eXo Platform · Full-time,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2830
"Monastir, Tunisia",Oxton Digital · Full-time,software product developer,"java, python, c++, agile methodology, software design patterns",2831
"Monastir, Tunisia",Linedata · Internship,engineer intern,"tcp/ip, cisco, firewalls, routing, switching",2832
"Monastir, Tunisia",TrustiT Tunisie · Internship,engineer intern,"tcp/ip, cisco, firewalls, routing, switching",2833
"Ben Arous, Tunisia",VERMEG for Banking & Insurance Software · Full-time,software developer,"java, python, c++, agile methodology, software design patterns",2834
"Délégation Hammam Chott, Ben Arous, Tunisia",Swatek Ltd · Internship,software engineer intern,"java, python, c++, agile methodology, software design patterns	",2836
"St.-Ouen, Île-de-France, France",Linedata,internship trainee,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2837
"Ariana, Tunisia",Linedata · Full-time,analyst software engineering,"java, python, c++, agile methodology, software design patterns	",2839
"Ariana, Tunisia",WG CONSULTING · Internship,full stack engineer,"javascript, python, java, mysql, restful apis",2840
"Ariana, Tunisia",Confledis · Internship,full stack developer intern,"javascript, python, java, mysql, restful apis",2841
"Ariana, Tunisia",Audaxis · Internship,android developer,"java, python, c++, agile methodology, software design patterns",2842
Tunisia,Exalio,software developer trainee,"java, python, c++, agile methodology, software design patterns",2843
Tunisia,Linedata,engineering trainee,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2844
"Ben Arous, Tunisia",ODDO BHF · Full-time,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2845
"Ben Arous, Tunisia",Linedata · Full-time,analyst software developer,"java, python, c++, agile methodology, software design patterns",2846
"Ben Arous, Tunisia",Linedata,project graduation,"java, python, c++, agile methodology, software design patterns	",2847
Germany,ONCARE GmbH · Full-time,full stack engineer,"javascript, python, java, mysql, restful apis",2848
Germany,BSA | Business Software Applications · Full-time,full stack engineer,"javascript, python, java, mysql, restful apis",2849
Germany,Flat6Labs Tunis,summer internship fullstack developer,"java, springboot, agile methodology, software design patterns, apis",2850
Germany,ONCARE GmbH · Full-time,full stack engineer,"javascript, python, java, mysql, restful apis",2852
Germany,BSA | Business Software Applications · Full-time,full stack engineer,"javascript, python, java, mysql, restful apis",2853
Germany,Flat6Labs Tunis,summer internship fullstack developer,"java, springboot, agile methodology, software design patterns, apis",2854
"Délégation Manouba‬‬, Manouba, Tunisia",La Poste Tunisienne · Internship,web development trainee,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2856
"Délégation Manouba‬‬, Manouba, Tunisia",Green Safety Developement International · Internship,web development intern,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2857
"Pontoise, Île-de-France, France",Linedata · Full-time,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2858
"Monastir, Tunisia",RGI Group,full stack engineer,"javascript, python, java, mysql, restful apis",2859
"Monastir, Tunisia",eXo Platform · Full-time,software development engineer,"java, python, c++, agile methodology, software design patterns\t",2860
"Monastir, Tunisia",Oxton Digital · Full-time,software product developer,"java, python, c++, agile methodology, software design patterns",2861
"Monastir, Tunisia",Linedata · Internship,engineer intern,"tcp/ip, cisco, firewalls, routing, switching",2862
"Monastir, Tunisia",TrustiT Tunisie · Internship,engineer intern,"tcp/ip, cisco, firewalls, routing, switching",2863
"Ben Arous, Tunisia",VERMEG for Banking & Insurance Software · Full-time,software developer,"java, python, c++, agile methodology, software design patterns",2864
Greater Lille Metropolitan Area,Davidson consulting · Full-time,full stack software engineer java angular,"javascript, python, java, mysql, restful apis",2866
Greater Lille Metropolitan Area,Euro Information · Full-time,fullstack software engineer java angular,".net, c#, agile methodology, software design patterns, apis",2867
Greater Lille Metropolitan Area,Pictime Groupe · Internship,full stack software developer internship,"javascript, python, java, mysql, restful apis",2868
Greater Lille Metropolitan Area,Linedata · Internship,java software developer internship,".net, c#, agile methodology, software design patterns, apis",2869
France,Linedata,information security engineer,"risk management, security compliance, security governance, incident response, security architecture",2870
France,Gérance Informatique,cyber security consultant,"information security, penetration testing, security assessment, vulnerability management, risk analysis",2871
Tunisia,Euranova · Full-time,technical test lead,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2872
Tunisia,EcoVadis · Full-time,qa engineering manager,"product development, product strategy, market analysis, user research, roadmapping",2873
Tunisia,NeoXam,senior qa automation engineer,"java, python, c++, agile methodology, software design patterns	",2874
Tunisia,VERMEG for Banking & Insurance Software,software developer,"java, python, c++, agile methodology, software design patterns",2875
"Limoges, Nouvelle-Aquitaine, France",Capital Fund Management (CFM) · Internship,data engineer trainee,"python, sql, big data technologies e.g. hadoop, spark, data warehousing, etl extract, transform, load, spark, kafka, big data, data pipelines",2876
"Limoges, Nouvelle-Aquitaine, France",GOMYCODE · Part-time,instructor,"python, tensorflow, pytorch, data preprocessing, model tuning",2878
"Limoges, Nouvelle-Aquitaine, France",Amen Bank · Internship,it trainee,"training design, training delivery, curriculum development, instructional design, learning management systems lms",2880
"Nabeul, Tunisia",FIS · Internship,web development,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2881
"Nabeul, Tunisia",Linedata · Internship,it services,"help desk, troubleshooting, remote desktop, active directory, hardware maintenance",2882
"Paris, Île-de-France, France",Kitry · Permanent,decision -making engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2883
"Paris, Île-de-France, France",Recommerce Group,decision -making engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2884
"Paris, Île-de-France, France",TALYS,academic project engineer in decision -making intelligence,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2885
"Paris, Île-de-France, France",DVV International  · Full-time,junior business intelligence developer internship,"tableau, power bi, data warehousing, etl, business intelligence",2886
France,BNP Paribas · Permanent,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2887
France,Linedata,product software engineer,"java, python, c++, agile methodology, software design patterns",2888
France,IBM,big data developer mastery award,"hadoop, spark, nosql, data warehousing, data visualization",2889
"Toulouse, Occitanie, France",CB+ · Internship,android developer,"java, python, c++, agile methodology, software design patterns",2890
"Toulouse, Occitanie, France",Vynd,android developer,"java, python, c++, agile methodology, software design patterns",2891
"Neuilly-sur-Seine, Île-de-France, France",1folink · Permanent,senior software engineering,"java, python, c++, agile methodology, software design patterns	",2892
"Neuilly-sur-Seine, Île-de-France, France",Linedata · Full-time,software development analyst,"java, python, c++, agile methodology, software design patterns	",2893
"Neuilly-sur-Seine, Île-de-France, France",Self-employed,freelance web developer,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2894
"Neuilly-sur-Seine, Île-de-France, France",3T - Technology Transfer and Training,web developer,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2895
"Vaucresson, Île-de-France, France",TOYOTA FRANCE,functional technico consultant,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2896
"Vaucresson, Île-de-France, France",My Money Bank,functional technico consultant,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2897
"Vaucresson, Île-de-France, France",Linedata,study and developpement engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2898
"Paris, Île-de-France, France",eFront,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2899
"Paris, Île-de-France, France",Societe Generale Corporate and Investment Banking - SGCIB,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2900
"Paris, Île-de-France, France",Bolloré Transport & Logistics,net consultant engineer,"tcp/ip, cisco, firewalls, routing, switching",2901
Canada,Revenu Québec · Full-time,programming analyst,"cybersecurity frameworks, threat intelligence, incident response, security operations center soc, siem",2902
Canada,Tessi,net developer,".net, c#, agile methodology, software design patterns, apis",2903
Canada,Linedata,project graduation,"java, python, c++, agile methodology, software design patterns	",2904
Tunisia,VEO Worldwide Services · Full-time,business intelligence developer,"tableau, power bi, data warehousing, etl, business intelligence",2905
Tunisia,Linedata · Internship,software developer,"java, python, c++, agile methodology, software design patterns",2906
Tunisia,Linedata,software developer,"java, python, c++, agile methodology, software design patterns",2907
Tunisia,eviivo,application developer,"java, swift, react native, ios development, android development",2908
Tunisia,Convergys,application developer,"java, swift, react native, ios development, android development",2909
Tunisia,Stream Global Services,web developer,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2910
Tunisia,UNHCR,research assistant,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2911
"El Bassatine, Ben Arous, Tunisia",VERMEG for Banking & Insurance Software · Full-time,software developer,"java, python, c++, agile methodology, software design patterns",2912
Greater Paris Metropolitan Region,Programme Vitam · Permanent,devops consultant,"automation, ci/cd, cloud computing, docker, python, elk stack, linux administration, scripting, continuous integration and deployment ci/cd, containerization, git, jenkins, kubernetes, configuration management, continuous integration, continuous delivery, configuration management, scripting",2914
Greater Paris Metropolitan Region,ING France · Permanent,devops consultant,"automation, ci/cd, cloud computing, docker, python, elk stack, linux administration, scripting, continuous integration and deployment ci/cd, containerization, git, jenkins, kubernetes, configuration management, continuous integration, continuous delivery, configuration management, scripting",2915
Greater Paris Metropolitan Region,Digitalberry,devops engineer,"automation, ci/cd, cloud computing, docker, python, elk stack, linux administration, scripting, continuous integration and deployment ci/cd, containerization, git, jenkins, kubernetes, configuration management, continuous integration, continuous delivery, configuration management, scripting",2916
Greater Paris Metropolitan Region,Smart Team (TN),devops engineer,"automation, ci/cd, cloud computing, docker, python, elk stack, linux administration, scripting, continuous integration and deployment ci/cd, containerization, git, jenkins, kubernetes, configuration management, continuous integration, continuous delivery, configuration management, scripting",2917
Tunisia,Linedata,internship for graduation project,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2918
"Ben Arous, Tunisia",Middle East Investment Initiative,credit specialist,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",2919
"Ben Arous, Tunisia",Amen Bank · Full-time,branch manager,"product development, product strategy, market analysis, user research, roadmapping",2920
"Ben Arous, Tunisia",VERMEG for Banking & Insurance Software,business consultant,"tableau, power bi, data warehousing, etl, business intelligence",2921
"Ben Arous, Tunisia",Middle East Investment Initiative,credit specialist,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",2922
"Ben Arous, Tunisia",Amen Bank · Full-time,branch manager,"product development, product strategy, market analysis, user research, roadmapping",2923
"Ben Arous, Tunisia",VERMEG for Banking & Insurance Software,business consultant,"tableau, power bi, data warehousing, etl, business intelligence",2924
"Ariana, Tunisia",machinestalk Tunisia · Full-time,project expiritor scrum master,"enterprise architecture frameworks, business process modeling, it strategy, application architecture, data architecture",2925
"Ariana, Tunisia",Linedata · Full-time,quality assurance analyst,"test automation, test planning, performance testing, agile testing, test case design",2926
"Ariana, Tunisia",New Access · Internship,quality assurance automation,"test automation, test planning, performance testing, agile testing, test case design",2927
Tunisia,IPACT Consult inc. · Internship,team leader full stack web developer,"javascript, python, java, mysql, restful apis",2929
Tunisia,Tsunami IT · Internship,full stack web developer,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2930
Tunisia,Tunisie Leasing & Factoring · Internship,business intelligence,"data warehousing, data mining, data visualization, sql, reporting tools, tableau, power bi, data warehousing, etl, business intelligence",2931
Tunisia,sidra soft · Internship,web integrator,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2932
Tunisia,The Sparks Foundation · Internship,data science and business analytics intern,"requirements gathering, process modeling, systems analysis, data mapping, user acceptance testing uat",2934
Tunisia,Tritux Group · Internship,business intelligence intern,"tableau, power bi, data warehousing, etl, business intelligence",2935
Tunisia,LinkedIn,power bi advanced data requests with power query,"python, sql, big data technologies e.g. hadoop, spark, data warehousing, etl extract, transform, load, spark, kafka, big data, data pipelines",2937
Tunisia,Hydatis · Full-time,full stack web engineer,"javascript, python, java, mysql, restful apis",2938
Tunisia,Wide Web Words · Full-time,web development trainee,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2939
Tunisia,Sagemcom · Internship,iot development pfe trainee,"blockchain architecture, smart contracts, solidity, web3.js, ethereum",2940
Tunisia,Amineware · Internship,mobile development trainee,"java, swift, react native, ios development, android development",2941
Tunisia,Hydatis · Full-time,data scientist,"statistical analysis, machine learning, data visualization, python, sql, r, machine learning, data visualization, data mining, machine learning, data analysis, data visualization",2942
Tunisia,Hydatis · Internship,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2943
Tunisia,ITQAN Labs · Internship,full stack developer intern,"javascript, python, java, mysql, restful apis",2944
Tunisia,ITQAN Labs · Internship,developer intern,"java, springboot, agile methodology, software design patterns, apis",2945
Tunisia,"Devrecipe, Ltd · Internship",developer intern,"java, springboot, agile methodology, software design patterns, apis",2946
France,EdTrust · Part-time,full stack developer,"javascript, python, java, mysql, restful apis",2947
France,OnePack · Internship,backend developer nodejs,".net, c#, agile methodology, software design patterns, apis",2948
,Hydatis · Internship,engineer internship,"java, python, c++, agile methodology, software design patterns	",2949
"Ariana Ville, Ariana, Tunisia",MSS Consulting · Full-time,full stack data scientist engineer,"python, sql, big data technologies e.g. hadoop, spark, data warehousing, etl extract, transform, load, spark, kafka, big data, data pipelines",2950
"Ariana Ville, Ariana, Tunisia",Xperialize · Internship,full stack data scientist engineer,"python, sql, big data technologies e.g. hadoop, spark, data warehousing, etl extract, transform, load, spark, kafka, big data, data pipelines",2951
"Ariana Ville, Ariana, Tunisia",stardust solving · Internship,full stack developer,"javascript, python, java, mysql, restful apis",2952
Tunisia,ESKILLS · Internship,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2953
Tunisia,attijari bank · Internship,software developer,"java, python, c++, agile methodology, software design patterns",2954
Tunisia,attijari bank · Internship,web developer,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2955
Tunisia,Hydatis · Internship,full stack mobile development engineer flask flutter intern,"javascript, python, java, mysql, restful apis",2956
Tunisia,MEDAICON · Internship,engineer internship,"java, python, c++, agile methodology, software design patterns	",2957
Tunisia,École Supérieure de la Statistique et de l'Analyse de l'Information · Internship,research internship,"tableau, power bi, data warehousing, etl, business intelligence",2958
Tunisia,Data For Brands · Internship,data scientist intern,"statistical analysis, machine learning, data visualization, python, sql, r, machine learning, data visualization, data mining, machine learning, data analysis, data visualization",2962
Tunisia,AH&CO · Internship,development of a symfony takwira web application,"java, swift, react native, ios development, android development",2963
"Ariana, Tunisia",Hydatis · Internship,devops intern,"automation, ci/cd, cloud computing, docker, python, elk stack, linux administration, scripting, continuous integration and deployment ci/cd, containerization, git, jenkins, kubernetes, configuration management, continuous integration, continuous delivery, configuration management, scripting",2968
"Ariana, Tunisia",CTN - Compagnie Tunisienne de Navigation · Internship,web development trainee,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2969
"Ariana, Tunisia",Be Wireless Solutions · Internship,trainee in web development pfe internship,"java, swift, react native, ios development, android development",2970
"Ariana, Tunisia",CNI · Internship,web development trainee,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2971
Tunisia,Hydatis,it trainee,"training design, training delivery, curriculum development, instructional design, learning management systems lms",2972
"Courbevoie, Île-de-France, France",Direction générale des Finances publiques,test and recipe engineer consultant,"java, python, c++, agile methodology, software design patterns	",2973
"Courbevoie, Île-de-France, France",Svensk e-identitet AB,software qa engineer,"test planning, test automation, regression testing, load testing, bug tracking",2974
Greater Paris Metropolitan Region,Groupe BPCE,senior frontend developer,"java, springboot, agile methodology, software design patterns, apis",2976
Greater Paris Metropolitan Region,Audensiel · Permanent,senior frontend developer,"java, springboot, agile methodology, software design patterns, apis",2977
Greater Paris Metropolitan Region,Niji · Permanent,full stack developer,"javascript, python, java, mysql, restful apis",2978
Tunisia,Hydatis · Internship,computer engineer,"java, python, c++, agile methodology, software design patterns",2979
Tunisia,Infovista · Full-time,devops engineer,"automation, ci/cd, cloud computing, docker, python, elk stack, linux administration, scripting, continuous integration and deployment ci/cd, containerization, git, jenkins, kubernetes, configuration management, continuous integration, continuous delivery, configuration management, scripting",2980
Tunisia,Hydatis · Internship,it architecture and cloud computing engineer,"cloud architecture, cloud migration, cloud security, cloud storage and networking, cloud cost optimization",2981
Tunisia,Station-SSCA · Internship,devops engineer,"automation, ci/cd, cloud computing, docker, python, elk stack, linux administration, scripting, continuous integration and deployment ci/cd, containerization, git, jenkins, kubernetes, configuration management, continuous integration, continuous delivery, configuration management, scripting",2982
Tunisia,Codefresh,gitops fundamentals,"requirements gathering, process modeling, systems analysis, data mapping, user acceptance testing uat",2983
Tunisia,Inetum · Full-time,developer full stack java jee angular,"javascript, python, java, mysql, restful apis",2984
